ioi_sentences_input,ioi_sentences_labels,corr_ioi_sentences_input,corr_ioi_sentences_labels,ioi_sentences_labels_wrong,corr_ioi_sentences_labels_wrong
"When Irma and Leona got a honeydew at the park, Irma decided to give the honeydew to",Leona,"When Dion and Aisha got a honeydew at the park, Courtney decided to give the honeydew to",Ernest,Irma,Dion
"While Diana and Richard were commuting to the mountain, Richard gave a pineapple to",Diana,"While Hayden and Alex were commuting to the mountain, Sebastian gave a pineapple to",Brian,Richard,Alex
"Then, Sarah and Maggie were working at the lake. Maggie decided to give a apple to",Sarah,"Then, Jessica and Nayeli were working at the lake. Andrea decided to give a apple to",Amir,Maggie,Nayeli
The zoo Paula and Leigh went to had a banana. Leigh gave it to,Paula,The zoo Ruth and Janet went to had a banana. Francis gave it to,Tomas,Leigh,Janet
"After Sarah and Kristi went to the bar, Kristi gave a cantaloupe to",Sarah,"After Andre and Caden went to the bar, Jordan gave a cantaloupe to",Dayne,Kristi,Caden
"Afterwards, Kim and Yvette went to the cave. Yvette gave a pear to",Kim,"Afterwards, Adam and Talia went to the cave. Jennifer gave a pear to",Kenzie,Yvette,Talia
"After the lunch, Yolanda and Eleanor went to the cafe. Eleanor gave a watermelon to",Yolanda,"After the lunch, Larissa and Macie went to the cafe. Donavan gave a watermelon to",Makenna,Eleanor,Macie
"Afterwards, Sheila and Eleanor went to the theater. Eleanor gave a watermelon to",Sheila,"Afterwards, Diana and Lucas went to the theater. Tina gave a watermelon to",Connor,Eleanor,Lucas
"Then, Velma and Jerry were thinking about going to the home. Velma wanted to give a honeydew to",Jerry,"Then, Katrina and Johnny were thinking about going to the home. Yvette wanted to give a honeydew to",Christa,Velma,Katrina
Friends Susan and Megan found a papaya at the cave. Megan gave it to,Susan,Friends Scott and Roberto found a papaya at the cave. Kathryn gave it to,Joy,Megan,Roberto
"When Theresa and Carol got a coconut at the zoo, Carol decided to give the coconut to",Theresa,"When Natasha and Derrick got a coconut at the zoo, Ally decided to give the coconut to",Stacy,Carol,Derrick
"Afterwards, Dianne and Natasha went to the park. Natasha gave a banana to",Dianne,"Afterwards, Ciara and Devonte went to the park. Diamond gave a banana to",Lara,Natasha,Devonte
"When Loretta and Sophia got a banana at the library, Sophia decided to give the banana to",Loretta,"When Keegan and Anjali got a banana at the library, Shirley decided to give the banana to",Shelby,Sophia,Anjali
"Afterwards, Alice and Ella went to the theater. Alice gave a grape to",Ella,"Afterwards, Carl and Jaiden went to the theater. Chaz gave a grape to",Angelica,Alice,Carl
The museum Melissa and Nellie went to had a strawberry. Melissa gave it to,Nellie,The museum Alexandra and Sawyer went to had a strawberry. Trinity gave it to,Rodolfo,Melissa,Alexandra
"Then, William and Alice went to the theater. Alice gave a banana to",William,"Then, Steven and Neil went to the theater. Trey gave a banana to",Elliott,Alice,Neil
"While Loretta and Suzanne were working at the lake, Suzanne gave a banana to",Loretta,"While Dawson and Violet were working at the lake, Devan gave a banana to",Dominick,Suzanne,Violet
"Then, Carmen and Faye were working at the river. Faye decided to give a apple to",Carmen,"Then, Kiara and Jacklyn were working at the river. Cortney decided to give a apple to",Xavier,Faye,Jacklyn
"When Rachel and Doris got a apple at the market, Rachel decided to give it to",Doris,"When Marie and Mathew got a apple at the market, Addison decided to give it to",Richard,Rachel,Marie
"While Juana and Inez were commuting to the bar, Inez gave a banana to",Juana,"While Naomi and Anastasia were commuting to the bar, Catherine gave a banana to",Joy,Inez,Anastasia
"When Mildred and Marilyn got a apple at the school, Marilyn decided to give the apple to",Mildred,"When Mariela and Maddison got a apple at the school, Gillian decided to give the apple to",Xander,Marilyn,Maddison
"After the lunch, Brandy and Alice went to the lake. Alice gave a kiwi to",Brandy,"After the lunch, Dayna and Leon went to the lake. Abbie gave a kiwi to",Ayanna,Alice,Leon
"Then, Carmen and Lula were working at the desert. Lula decided to give a grape to",Carmen,"Then, Efrain and Devin were working at the desert. Araceli decided to give a grape to",Shea,Lula,Devin
"Then, Pauline and Virginia were working at the museum. Pauline decided to give a banana to",Virginia,"Then, Madisen and Neil were working at the museum. Duane decided to give a banana to",Raven,Pauline,Madisen
"Afterwards, Velma and Loretta went to the store. Velma gave a cherry to",Loretta,"Afterwards, Valeria and Alycia went to the store. Teagan gave a cherry to",Kaia,Velma,Valeria
"Afterwards, Kari and Deanna went to the gym. Kari gave a mango to",Deanna,"Afterwards, Madilyn and Kayley went to the gym. Reyna gave a mango to",Lee,Kari,Madilyn
"When Gwen and Carmen got a watermelon at the river, Gwen decided to give the watermelon to",Carmen,"When Anahi and Deshaun got a watermelon at the river, Nicolas decided to give the watermelon to",Marques,Gwen,Anahi
The museum Agnes and Anne went to had a plum. Agnes gave it to,Anne,The museum Johnathon and Terry went to had a plum. Sara gave it to,Savana,Agnes,Johnathon
"After Janet and Lula went to the gym, Lula gave a honeydew to",Janet,"After Clint and Delia went to the gym, Kieran gave a honeydew to",Malcolm,Lula,Delia
"Then, William and Gwen were thinking about going to the lake. Gwen wanted to give a strawberry to",William,"Then, Hunter and Ivan were thinking about going to the lake. Alvin wanted to give a strawberry to",Kylee,Gwen,Ivan
"Afterwards, Harriet and Velma went to the library. Velma gave a banana to",Harriet,"Afterwards, Camryn and Kristofer went to the library. Audrey gave a banana to",Colt,Velma,Kristofer
"Then, Jacqueline and Agnes went to the store. Agnes gave a coconut to",Jacqueline,"Then, Vaughn and Joana went to the store. Muhammad gave a coconut to",Quinten,Agnes,Joana
The store Mattie and Violet went to had a blueberry. Violet gave it to,Mattie,The store Madelyn and Jenny went to had a blueberry. Sydnee gave it to,Sterling,Violet,Jenny
"While Shannon and David were working at the shop, Shannon gave a papaya to",David,"While Stefan and Paris were working at the shop, Jan gave a papaya to",Forrest,Shannon,Stefan
"When Pat and Yolanda got a mango at the lake, Pat decided to give it to",Yolanda,"When Scott and Darrin got a mango at the lake, Shyann decided to give it to",Daphne,Pat,Scott
"Then, Loretta and Kristina were thinking about going to the cafe. Kristina wanted to give a orange to",Loretta,"Then, Izaiah and Leona were thinking about going to the cafe. Mikaela wanted to give a orange to",Unique,Kristina,Leona
"Afterwards, Ginger and Jessica went to the museum. Jessica gave a watermelon to",Ginger,"Afterwards, Rey and Mario went to the museum. Baby gave a watermelon to",Philip,Jessica,Mario
"When Heidi and Rachel got a cantaloupe at the beach, Rachel decided to give the cantaloupe to",Heidi,"When Nora and Emily got a cantaloupe at the beach, Nikki decided to give the cantaloupe to",Miles,Rachel,Emily
The theater Suzanne and Harriet went to had a papaya. Suzanne gave it to,Harriet,The theater Bennett and Lindsey went to had a papaya. Alma gave it to,Ethan,Suzanne,Bennett
The shop Grace and Yolanda went to had a watermelon. Grace gave it to,Yolanda,The shop Madyson and Keegan went to had a watermelon. Jovany gave it to,Tomas,Grace,Madyson
"Afterwards, Mark and Kevin went to the forest. Kevin gave a blackberry to",Mark,"Afterwards, London and Allen went to the forest. Trinity gave a blackberry to",Jean,Kevin,Allen
"Then, Anita and Geneva went to the cave. Geneva gave a cantaloupe to",Anita,"Then, Chaya and Terrence went to the cave. Theresa gave a cantaloupe to",Nathaniel,Geneva,Terrence
"While Virginia and Kristi were commuting to the theater, Kristi gave a blueberry to",Virginia,"While Ali and Meaghan were commuting to the theater, Markus gave a blueberry to",River,Kristi,Meaghan
"After the lunch, Megan and Rosa went to the forest. Megan gave a kiwi to",Rosa,"After the lunch, Carlo and Devon went to the forest. Emmanuel gave a kiwi to",Brendan,Megan,Carlo
"Then, Natasha and Sheila were thinking about going to the river. Natasha wanted to give a banana to",Sheila,"Then, Amira and Estrella were thinking about going to the river. Katrina wanted to give a banana to",Rose,Natasha,Amira
"Then, Irma and Kathryn had a lot of fun at the cafe. Irma gave a mango to",Kathryn,"Then, Macie and Margarita had a lot of fun at the cafe. Morgan gave a mango to",Trey,Irma,Macie
"Then, Alyssa and Sonia went to the store. Sonia gave a coconut to",Alyssa,"Then, Gabriella and Monica went to the store. Kendra gave a coconut to",Demarcus,Sonia,Monica
"Then, Charlene and Yvette were working at the school. Yvette decided to give a apple to",Charlene,"Then, Drew and Ella were working at the school. Lexi decided to give a apple to",Brielle,Yvette,Ella
"When Theresa and Jackie got a kiwi at the beach, Jackie decided to give the kiwi to",Theresa,"When Daisy and Jewel got a kiwi at the beach, Coleman decided to give the kiwi to",Abdullah,Jackie,Jewel
"Then, Jessie and Irma were thinking about going to the cave. Irma wanted to give a watermelon to",Jessie,"Then, Ashton and Ahmed were thinking about going to the cave. Xavier wanted to give a watermelon to",Hayden,Irma,Ahmed
"After Sonia and David went to the school, Sonia gave a papaya to",David,"After Aden and Jean went to the school, Gilbert gave a papaya to",Hunter,Sonia,Aden
"Then, Lee and Anne were thinking about going to the library. Lee wanted to give a grape to",Anne,"Then, Faith and Tony were thinking about going to the library. Charles wanted to give a grape to",Heather,Lee,Faith
"When Estelle and Yolanda got a honeydew at the shop, Estelle decided to give it to",Yolanda,"When Rebeca and Viviana got a honeydew at the shop, Estefania decided to give it to",Liliana,Estelle,Rebeca
"Afterwards, Paula and Melissa went to the library. Melissa gave a strawberry to",Paula,"Afterwards, Marcos and Shea went to the library. Willie gave a strawberry to",Nick,Melissa,Shea
"Then, Alice and Yolanda were working at the library. Alice decided to give a apple to",Yolanda,"Then, Steve and Clifford were working at the library. Lilliana decided to give a apple to",Abigail,Alice,Steve
"While Rebecca and Anne were working at the market, Rebecca gave a mango to",Anne,"While Jace and Christian were working at the market, Katrina gave a mango to",Nikki,Rebecca,Jace
"After the lunch, Kevin and Virginia went to the river. Kevin gave a watermelon to",Virginia,"After the lunch, Roy and Carter went to the river. Abel gave a watermelon to",Calvin,Kevin,Roy
"Then, Grace and Janet had a lot of fun at the home. Grace gave a apple to",Janet,"Then, Darion and Aliya had a lot of fun at the home. Dawson gave a apple to",Alex,Grace,Darion
"Afterwards, Heidi and Inez went to the cafe. Inez gave a plum to",Heidi,"Afterwards, Jacoby and Aubree went to the cafe. Jordy gave a plum to",Brent,Inez,Aubree
"Then, Natasha and Doris went to the lake. Natasha gave a kiwi to",Doris,"Then, Destini and Ashley went to the lake. Allen gave a kiwi to",Mariela,Natasha,Destini
"While Susan and Rebecca were working at the home, Rebecca gave a orange to",Susan,"While Sean and Weston were working at the home, Manuel gave a orange to",Reese,Rebecca,Weston
"Afterwards, Jerry and Shannon went to the market. Shannon gave a blackberry to",Jerry,"Afterwards, Luke and Logan went to the market. Margaret gave a blackberry to",Duncan,Shannon,Logan
"Then, Alicia and Kevin had a lot of fun at the bar. Kevin gave a apple to",Alicia,"Then, Leroy and Charlie had a lot of fun at the bar. Eugene gave a apple to",Mike,Kevin,Charlie
Friends Rosa and Stacey found a orange at the mountain. Stacey gave it to,Rosa,Friends Mohammad and Marcos found a orange at the mountain. Charlotte gave it to,Salvador,Stacey,Marcos
"Then, Virginia and Jessica were thinking about going to the store. Jessica wanted to give a papaya to",Virginia,"Then, Unique and Joseph were thinking about going to the store. Eli wanted to give a papaya to",Drew,Jessica,Joseph
"After the lunch, Lula and Harriet went to the gym. Lula gave a pineapple to",Harriet,"After the lunch, Jeffery and Bonnie went to the gym. Timothy gave a pineapple to",Willie,Lula,Jeffery
"After Agnes and Jacqueline went to the lake, Agnes gave a plum to",Jacqueline,"After Alexys and Osvaldo went to the lake, Amiya gave a plum to",Brianne,Agnes,Alexys
"Afterwards, Pat and David went to the shop. Pat gave a cantaloupe to",David,"Afterwards, Fred and Jason went to the shop. Douglas gave a cantaloupe to",Teresa,Pat,Fred
"When Heidi and Gwen got a cantaloupe at the bar, Gwen decided to give it to",Heidi,"When Judah and Bradly got a cantaloupe at the bar, Tierra decided to give it to",Devin,Gwen,Bradly
"Then, Kim and Natasha had a lot of fun at the shop. Natasha gave a cantaloupe to",Kim,"Then, Justice and Judith had a lot of fun at the shop. Francisco gave a cantaloupe to",Quincy,Natasha,Judith
"While Pauline and Amanda were commuting to the gym, Pauline gave a mango to",Amanda,"While Nikolas and Tate were commuting to the gym, Lexie gave a mango to",Dulce,Pauline,Nikolas
"Then, Megan and Diana went to the museum. Megan gave a peach to",Diana,"Then, Hayden and Randall went to the museum. Blake gave a peach to",Ty,Megan,Hayden
"Then, Heidi and Martha went to the lake. Martha gave a blackberry to",Heidi,"Then, Amelia and Ronnie went to the lake. Sasha gave a blackberry to",Ronaldo,Martha,Ronnie
"Afterwards, Alice and Mildred went to the river. Alice gave a kiwi to",Mildred,"Afterwards, Austin and Esteban went to the river. Jazlyn gave a kiwi to",Kenny,Alice,Austin
"Then, Paula and Marilyn went to the museum. Marilyn gave a grape to",Paula,"Then, Rylan and Kendall went to the museum. Nick gave a grape to",Kent,Marilyn,Kendall
"When Kathryn and Yvette got a mango at the museum, Yvette decided to give the mango to",Kathryn,"When Celina and Catherine got a mango at the museum, Jamari decided to give the mango to",Elvis,Yvette,Catherine
