ioi_sentences_input,ioi_sentences_labels,corr_ioi_sentences_input,corr_ioi_sentences_labels,ioi_sentences_labels_wrong,corr_ioi_sentences_labels_wrong
"While Alicia and Marsha were commuting to the market, Marsha gave a papaya to",Alicia,"While Izaiah and Chaz were commuting to the market, Francesco gave a papaya to",Moses,Marsha,Chaz
The store Velma and Virginia went to had a watermelon. Velma gave it to,Virginia,The store Keyon and Brandon went to had a watermelon. Katelin gave it to,Shayna,Velma,Keyon
Friends Irma and Brian found a kiwi at the bar. Irma gave it to,Brian,Friends Jeremiah and Crystal found a kiwi at the bar. Amber gave it to,Vincent,Irma,Jeremiah
Friends Shannon and Stella found a pear at the gym. Shannon gave it to,Stella,Friends Piper and Tomas found a pear at the gym. Mike gave it to,Lara,Shannon,Piper
"After Estelle and Loretta went to the park, Estelle gave a banana to",Loretta,"After Skyler and Abigail went to the park, Tre gave a banana to",Sydnee,Estelle,Skyler
"After Nellie and Natasha went to the river, Natasha gave a watermelon to",Nellie,"After Rhianna and Kiley went to the river, Rosalinda gave a watermelon to",Francis,Natasha,Kiley
"While Leona and Stacey were commuting to the lake, Stacey gave a blackberry to",Leona,"While Reagan and Jaylon were commuting to the lake, Gunner gave a blackberry to",Arturo,Stacey,Jaylon
"Then, Jessie and Kelly had a lot of fun at the mountain. Kelly gave a coconut to",Jessie,"Then, Nathan and Justin had a lot of fun at the mountain. Louis gave a coconut to",Eleanor,Kelly,Justin
"While Leigh and Diana were working at the river, Leigh gave a honeydew to",Diana,"While Alia and Estelle were working at the river, Denise gave a honeydew to",Madison,Leigh,Alia
"While Bernadette and Yolanda were commuting to the zoo, Bernadette gave a watermelon to",Yolanda,"While Simeon and Jevon were commuting to the zoo, Gisselle gave a watermelon to",Aubree,Bernadette,Simeon
"Afterwards, Ginger and Sonia went to the lake. Sonia gave a pineapple to",Ginger,"Afterwards, Jayson and Dion went to the lake. Lilly gave a pineapple to",Toby,Sonia,Dion
"When William and Rebecca got a mango at the beach, Rebecca decided to give it to",William,"When Arthur and Lilly got a mango at the beach, Ahmed decided to give it to",Melissa,Rebecca,Lilly
"Then, Violet and Amanda had a lot of fun at the lake. Violet gave a orange to",Amanda,"Then, Robyn and Jaiden had a lot of fun at the lake. Melvin gave a orange to",Douglas,Violet,Robyn
"While Robin and Mark were working at the river, Robin gave a papaya to",Mark,"While Phoenix and Karl were working at the river, Gilbert gave a papaya to",Muhammad,Robin,Phoenix
Friends Harriet and Gwen found a coconut at the zoo. Gwen gave it to,Harriet,Friends Allie and Dorian found a coconut at the zoo. Romeo gave it to,Elliott,Gwen,Dorian
"Then, Susan and Pauline had a lot of fun at the museum. Pauline gave a honeydew to",Susan,"Then, Kevin and Kadin had a lot of fun at the museum. Lily gave a honeydew to",Dalton,Pauline,Kadin
"Then, Loretta and Lee went to the theater. Lee gave a blueberry to",Loretta,"Then, Kasandra and Kevin went to the theater. Hugh gave a blueberry to",Nathaniel,Lee,Kevin
"Then, Agnes and Leona had a lot of fun at the home. Agnes gave a pear to",Leona,"Then, Deonte and Brady had a lot of fun at the home. Lara gave a pear to",Janae,Agnes,Deonte
"Then, Alice and Alicia were thinking about going to the market. Alice wanted to give a cantaloupe to",Alicia,"Then, Ray and Kimberly were thinking about going to the market. Theresa wanted to give a cantaloupe to",Conrad,Alice,Ray
"Afterwards, Paula and Marsha went to the desert. Marsha gave a cherry to",Paula,"Afterwards, Maci and Carlton went to the desert. Pedro gave a cherry to",Raquel,Marsha,Carlton
"Then, Melissa and Stacy had a lot of fun at the bar. Melissa gave a coconut to",Stacy,"Then, Lesley and Kathy had a lot of fun at the bar. Roy gave a coconut to",Ernest,Melissa,Lesley
"After Chelsea and Megan went to the cafe, Megan gave a orange to",Chelsea,"After Eric and Muhammad went to the cafe, Noel gave a orange to",Geoffrey,Megan,Muhammad
"Then, Stacey and Sarah had a lot of fun at the lake. Stacey gave a watermelon to",Sarah,"Then, Bailey and Baby had a lot of fun at the lake. Kennedi gave a watermelon to",Kiana,Stacey,Bailey
"After the lunch, Suzanne and Juana went to the lake. Suzanne gave a honeydew to",Juana,"After the lunch, Alexis and Melissa went to the lake. Alonso gave a honeydew to",Ramon,Suzanne,Alexis
Friends Alice and Kathryn found a coconut at the park. Alice gave it to,Kathryn,Friends Brian and Savanah found a coconut at the park. Sasha gave it to,Brendan,Alice,Brian
"When Carmen and Shannon got a papaya at the gym, Shannon decided to give it to",Carmen,"When Jazmin and Pedro got a papaya at the gym, Harold decided to give it to",Allison,Shannon,Pedro
The gym Leona and Gwen went to had a coconut. Gwen gave it to,Leona,The gym Kyleigh and Daniela went to had a coconut. Tyra gave it to,Ashlynn,Gwen,Daniela
"While Kari and Diana were commuting to the cafe, Kari gave a kiwi to",Diana,"While Alexa and Jarrett were commuting to the cafe, Seth gave a kiwi to",Jaquelin,Kari,Alexa
"Then, Irma and Loretta had a lot of fun at the mountain. Irma gave a blackberry to",Loretta,"Then, Katherine and Kurtis had a lot of fun at the mountain. Gage gave a blackberry to",Michael,Irma,Katherine
"Then, Heidi and Ethel went to the mountain. Ethel gave a mango to",Heidi,"Then, Destany and Kelli went to the mountain. Alma gave a mango to",Garrett,Ethel,Kelli
"While Janet and Erika were working at the bar, Erika gave a kiwi to",Janet,"While Irving and Brody were working at the bar, Adrien gave a kiwi to",Emanuel,Erika,Brody
"Then, Bernadette and Lorraine had a lot of fun at the shop. Bernadette gave a honeydew to",Lorraine,"Then, Ezekiel and Eduardo had a lot of fun at the shop. Duane gave a honeydew to",Gisselle,Bernadette,Ezekiel
"When Leigh and Harriet got a strawberry at the desert, Leigh decided to give the strawberry to",Harriet,"When Mia and Tiara got a strawberry at the desert, Ariel decided to give the strawberry to",Jonah,Leigh,Mia
"After Rosemarie and Alice went to the gym, Alice gave a coconut to",Rosemarie,"After Rolando and Gary went to the gym, Aaliyah gave a coconut to",Chandler,Alice,Gary
The river Virginia and Marsha went to had a banana. Marsha gave it to,Virginia,The river Sean and Josef went to had a banana. Andreas gave it to,Lori,Marsha,Josef
"After William and Ethel went to the zoo, Ethel gave a raspberry to",William,"After Fred and Freddy went to the zoo, Jane gave a raspberry to",Dominique,Ethel,Freddy
"After the lunch, Robin and Paula went to the lake. Robin gave a blueberry to",Paula,"After the lunch, Marcus and Darius went to the lake. Barry gave a blueberry to",Taylor,Robin,Marcus
"Then, Amanda and Agnes were working at the gym. Agnes decided to give a plum to",Amanda,"Then, Aniya and Khalid were working at the gym. Bonnie decided to give a plum to",Sydnee,Agnes,Khalid
"Then, Fannie and Alyssa were working at the desert. Fannie decided to give a raspberry to",Alyssa,"Then, Rita and Brynn were working at the desert. Rebekah decided to give a raspberry to",Yvette,Fannie,Rita
"Then, Natasha and Anita went to the beach. Natasha gave a honeydew to",Anita,"Then, Sheila and Jada went to the beach. Mitchell gave a honeydew to",Chloe,Natasha,Sheila
"After Jody and Dianne went to the beach, Jody gave a coconut to",Dianne,"After Megan and Mariano went to the beach, Jaydon gave a coconut to",Brendan,Jody,Megan
Friends Susan and Natasha found a cantaloupe at the store. Natasha gave it to,Susan,Friends Billy and Brooke found a cantaloupe at the store. Karen gave it to,Miranda,Natasha,Brooke
"While Nellie and Grace were working at the zoo, Grace gave a pineapple to",Nellie,"While Rashad and Luz were working at the zoo, Marlen gave a pineapple to",Magdalena,Grace,Luz
"Then, Diana and Sophia were working at the school. Sophia decided to give a cherry to",Diana,"Then, Darius and Rogelio were working at the school. Cody decided to give a cherry to",Elena,Sophia,Rogelio
"While Ginger and Kelly were commuting to the park, Kelly gave a cherry to",Ginger,"While Helen and Jamie were commuting to the park, Turner gave a cherry to",Kali,Kelly,Jamie
"Then, Grace and Kim had a lot of fun at the museum. Grace gave a raspberry to",Kim,"Then, Lydia and Howard had a lot of fun at the museum. Gabriel gave a raspberry to",Taylor,Grace,Lydia
"When Violet and Harriet got a kiwi at the school, Violet decided to give it to",Harriet,"When Trinity and Leigh got a kiwi at the school, Junior decided to give it to",Samantha,Violet,Trinity
"While Violet and David were commuting to the shop, Violet gave a blackberry to",David,"While Lily and Stone were commuting to the shop, Neal gave a blackberry to",Stephan,Violet,Lily
"Then, Inez and Sheila were working at the museum. Inez decided to give a blackberry to",Sheila,"Then, Jaxon and Renee were working at the museum. Natalia decided to give a blackberry to",Alvin,Inez,Jaxon
"Then, Leigh and Stacy had a lot of fun at the lake. Leigh gave a kiwi to",Stacy,"Then, Elaina and Mohamed had a lot of fun at the lake. Ruth gave a kiwi to",Bo,Leigh,Elaina
"While Natasha and Lorraine were commuting to the theater, Natasha gave a honeydew to",Lorraine,"While Hugh and Cristopher were commuting to the theater, Annette gave a honeydew to",Noah,Natasha,Hugh
"Afterwards, Amanda and Mona went to the shop. Mona gave a honeydew to",Amanda,"Afterwards, Jamil and Barry went to the shop. River gave a honeydew to",Fabian,Mona,Barry
"Then, Mildred and Rebecca went to the museum. Rebecca gave a apple to",Mildred,"Then, Clifton and Kori went to the museum. Carson gave a apple to",Cynthia,Rebecca,Kori
"Then, Virginia and Kristi went to the cafe. Kristi gave a banana to",Virginia,"Then, Rick and Benito went to the cafe. Patience gave a banana to",Earl,Kristi,Benito
The beach Kristina and Evelyn went to had a plum. Kristina gave it to,Evelyn,The beach Annette and Osvaldo went to had a plum. Rita gave it to,Hailie,Kristina,Annette
Friends Mildred and Carol found a pineapple at the library. Carol gave it to,Mildred,Friends Tristin and Kenna found a pineapple at the library. Alexia gave it to,Phoenix,Carol,Kenna
Friends Mattie and Lee found a apple at the theater. Lee gave it to,Mattie,Friends Jonathon and August found a apple at the theater. Lilian gave it to,Ayana,Lee,August
"Then, Rebecca and Anita were working at the school. Rebecca decided to give a mango to",Anita,"Then, Coleman and Theodore were working at the school. Valerie decided to give a mango to",Winston,Rebecca,Coleman
"When Charlene and Robin got a blueberry at the library, Robin decided to give the blueberry to",Charlene,"When Genaro and William got a blueberry at the library, Vicente decided to give the blueberry to",Jacoby,Robin,William
"Then, Chelsea and Mona went to the cave. Mona gave a cantaloupe to",Chelsea,"Then, Anna and Damaris went to the cave. Moises gave a cantaloupe to",Eugene,Mona,Damaris
The mountain Amanda and Teresa went to had a orange. Teresa gave it to,Amanda,The mountain Kayli and Finn went to had a orange. Melissa gave it to,Kali,Teresa,Finn
"Afterwards, Inez and Wilma went to the desert. Inez gave a kiwi to",Wilma,"Afterwards, Jaxson and Catherine went to the desert. Lizbeth gave a kiwi to",Tracy,Inez,Jaxson
"After the lunch, Lorraine and Richard went to the mountain. Richard gave a coconut to",Lorraine,"After the lunch, Vernon and Andre went to the mountain. Wendy gave a coconut to",Korbin,Richard,Andre
"Then, Lorraine and Melissa had a lot of fun at the gym. Melissa gave a raspberry to",Lorraine,"Then, Brayden and Kenneth had a lot of fun at the gym. Destiny gave a raspberry to",Nico,Melissa,Kenneth
"Then, Geneva and Brandy were thinking about going to the bar. Geneva wanted to give a kiwi to",Brandy,"Then, Camron and Talon were thinking about going to the bar. Annette wanted to give a kiwi to",Christiana,Geneva,Camron
"When Leigh and Melanie got a cherry at the theater, Leigh decided to give it to",Melanie,"When Willie and Jace got a cherry at the theater, Juan decided to give it to",Nicolas,Leigh,Willie
"When Susan and Jody got a pear at the river, Jody decided to give it to",Susan,"When Carl and Mandy got a pear at the river, Rodney decided to give it to",Freddy,Jody,Mandy
"Then, Maggie and Lorraine were working at the market. Maggie decided to give a pear to",Lorraine,"Then, Kaelyn and Juliette were working at the market. Martha decided to give a pear to",Anita,Maggie,Kaelyn
"After Melissa and Alicia went to the desert, Melissa gave a watermelon to",Alicia,"After Kian and Cindy went to the desert, Rachel gave a watermelon to",Adrian,Melissa,Kian
"Then, Theresa and Rachel went to the home. Rachel gave a strawberry to",Theresa,"Then, Levi and Sarah went to the home. Billy gave a strawberry to",Jude,Rachel,Sarah
"After Lorraine and Fannie went to the river, Fannie gave a kiwi to",Lorraine,"After Ibrahim and Lance went to the river, Brisa gave a kiwi to",Kristian,Fannie,Lance
"When Faye and David got a pineapple at the zoo, Faye decided to give the pineapple to",David,"When Edgar and April got a pineapple at the zoo, Jessie decided to give the pineapple to",Camryn,Faye,Edgar
"After the lunch, Deanna and Maggie went to the gym. Maggie gave a cherry to",Deanna,"After the lunch, Daisy and Zoey went to the gym. Rowan gave a cherry to",Elise,Maggie,Zoey
"Then, Deanna and Irma were thinking about going to the cave. Irma wanted to give a coconut to",Deanna,"Then, Rebeca and Bret were thinking about going to the cave. Bryana wanted to give a coconut to",Mary,Irma,Bret
"Then, Loretta and Marsha were thinking about going to the mountain. Marsha wanted to give a kiwi to",Loretta,"Then, Triston and Madelynn were thinking about going to the mountain. Jackie wanted to give a kiwi to",Dallin,Marsha,Madelynn
